Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
GUAYAS;-2,113735;-79,9832186;31;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;25/2/2023;ENCONTRADO;27/2/2023
PICHINCHA;-0,2786854;-78,5845374;18;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/2/2023;ENCONTRADO;18/2/2023
IMBABURA;0,34584;-78,130756;39;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;24/2/2023;ENCONTRADO;27/2/2023
IMBABURA;0,2091667;-78,2241667;26;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/2/2023;ENCONTRADO;27/2/2023
GUAYAS;-2,11041641;-79,99060029;20;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/2/2023;ENCONTRADO;28/2/2023
GUAYAS;-2,3286839;-79,4056784;17;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;21/2/2023;ENCONTRADO;27/2/2023
LOJA;-4,0189085;-79,20897128;20;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/1/2023;ENCONTRADO;24/2/2023
GUAYAS;-2,2277542;-79,9395439;22;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;19/2/2023;ENCONTRADO;27/2/2023
CAÑAR;-2,51183374;-78,92759869;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/2/2023;ENCONTRADO;24/2/2023
GUAYAS;-2,20941421;-79,91843727;32;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;15/3/2023;ENCONTRADO;29/3/2023
GUAYAS;-2,2402791;-79,9220686;42;HOMBRE;SIN_DATO;SIN_DATO;18/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,327644;-78,5673547;14;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;25/2/2023;ENCONTRADO;19/4/2023
COTOPAXI;-0,93863595;-78,67011309;32;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;27/3/2023;ENCONTRADO;28/3/2023
PICHINCHA;-0,2930405;-78,5497592;6;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/3/2023;ENCONTRADO;30/3/2023
GUAYAS;-2,16437615;-79,82144553;38;HOMBRE;FALLECIDO;NO DETERMINADA;14/3/2023;FALLECIDO;29/3/2023
LOJA;-3,9713449;-79,1986609;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/3/2023;ENCONTRADO;6/3/2023
PICHINCHA;-0,10585317;-78,43301221;18;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/2/2023;ENCONTRADO;26/2/2023
MORONA SANTIAGO;-1,94577191;-77,99005494;13;MUJER;SIN_DATO;SIN_DATO;17/4/2023;DESAPARECIDO;SIN_DATO
MANABI;-1,01681993;-80,47402389;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/4/2023;ENCONTRADO;23/4/2023
MANABI;-0,7140022;-80,109357;41;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/4/2023;ENCONTRADO;22/4/2023
LOS RIOS;-0,93626611;-79,31102989;34;HOMBRE;SIN_DATO;SIN_DATO;22/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1756166;-79,810201;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/2/2023;ENCONTRADO;19/2/2023
CHIMBORAZO;-1,6715265;-78,6501833;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/3/2023;ENCONTRADO;8/3/2023
MORONA SANTIAGO;-2,340197;-77,45932;28;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/2/2023;ENCONTRADO;12/4/2023
EL ORO;-3,25639173;-79,96166605;25;HOMBRE;FALLECIDO;ASESINATO;21/4/2023;FALLECIDO;24/4/2023
EL ORO;-3,2568821;-79,97549432;55;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;1/1/2023;ENCONTRADO;29/3/2023
AZUAY;-2,8788099;-79,0232484;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/3/2023;ENCONTRADO;29/3/2023
LOS RIOS;-1,37855377;-79,72683679;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/2/2023;ENCONTRADO;8/3/2023
TUNGURAHUA;-1,27252291;-78,60790474;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/3/2023;ENCONTRADO;29/3/2023
EL ORO;-3,43843691;-79,95087894;15;MUJER;PROBLEMAS SOCIALES;DROGADICCION;23/3/2023;ENCONTRADO;29/3/2023
PICHINCHA;-0,1806532;-78,4678382;24;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/4/2023;ENCONTRADO;26/4/2023
SUCUMBIOS;-0,12261505;-76,34624002;44;HOMBRE;SIN_DATO;SIN_DATO;15/3/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,55759219;-79,7572875;72;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;26/3/2023;ENCONTRADO;29/3/2023
PICHINCHA;-0,1806532;-78,4678382;17;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;27/2/2023;ENCONTRADO;9/3/2023
GUAYAS;-2,1883636;-79,8158185;32;MUJER;FALLECIDO;NO DETERMINADA;4/3/2023;FALLECIDO;10/3/2023
EL ORO;-3,2747984;-79,9535283;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/2/2023;ENCONTRADO;22/3/2023
CHIMBORAZO;-1,67363203;-78,63288403;73;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;28/3/2023;ENCONTRADO;28/3/2023
PICHINCHA;-0,3389876;-78,554448;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/3/2023;ENCONTRADO;30/3/2023
CARCHI;0,7600429;-77,7253532;41;HOMBRE;FALLECIDO;SUICIDIO;21/4/2023;FALLECIDO;24/4/2023
GUAYAS;-2,1620979;-79,9116519;44;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/2/2023;ENCONTRADO;28/2/2023
PICHINCHA;-0,1464847;-78,4751945;14;MUJER;SIN_DATO;SIN_DATO;19/3/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,68463827;-78,65200546;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/3/2023;ENCONTRADO;29/3/2023
MORONA SANTIAGO;-2,45714476;-78,16833971;14;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;22/4/2023;ENCONTRADO;25/4/2023
GUAYAS;-2,1305876;-79,93826013;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/4/2023;ENCONTRADO;24/4/2023
MORONA SANTIAGO;-2,29984139;-78,10047839;31;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;28/2/2023;ENCONTRADO;8/4/2023
PICHINCHA;-0,328443;-78,4470703;45;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/1/2023;ENCONTRADO;29/3/2023
GUAYAS;-2,1302746;-79,5955838;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/3/2023;ENCONTRADO;29/3/2023
GUAYAS;-2,15562527;-79,92198066;18;HOMBRE;FALLECIDO;NO DETERMINADA;26/2/2023;FALLECIDO;4/4/2023
GUAYAS;-2,1894128;-79,8890662;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/3/2023;ENCONTRADO;2/4/2023
GUAYAS;-2,25347;-79,90328336;43;HOMBRE;SIN_DATO;SIN_DATO;22/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,22125778;-79,93477863;94;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/4/2023;ENCONTRADO;3/5/2023
GUAYAS;-1,64039337;-79,98189305;22;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/2/2023;ENCONTRADO;25/2/2023
ESMERALDAS;0,89588923;-79,70245308;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/2/2023;ENCONTRADO;7/3/2023
GUAYAS;-2,1323186;-79,8926809;24;MUJER;PROBLEMAS SOCIALES;DROGADICCION;26/2/2023;ENCONTRADO;27/2/2023
LOJA;-3,9819625;-79,2126673;44;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/3/2023;ENCONTRADO;5/4/2023
LOS RIOS;-1,80592777;-79,53664165;50;HOMBRE;FISCALÍA;FISCALÍA;24/4/2023;ENCONTRADO;25/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2521882;-79,1879383;37;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/3/2023;ENCONTRADO;9/3/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2521882;-79,1879383;83;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;22/4/2023;ENCONTRADO;27/4/2023
GUAYAS;-2,33091074;-79,40226585;42;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/2/2023;ENCONTRADO;4/5/2023
PASTAZA;-1,45776277;-77,90714264;11;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/3/2023;ENCONTRADO;29/3/2023
EL ORO;-3,25043714;-79,93962174;20;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;28/3/2023;ENCONTRADO;29/3/2023
ESMERALDAS;0,32753918;-79,4726778;29;HOMBRE;SIN_DATO;SIN_DATO;23/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;0,0453258;-78,1450481;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/3/2023;ENCONTRADO;29/3/2023
PICHINCHA;-0,3275328;-78,4462251;3;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/3/2023;ENCONTRADO;24/4/2023
PICHINCHA;-0,2868053;-78,4393578;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/2/2023;ENCONTRADO;9/3/2023
PICHINCHA;-0,1809205;-78,4945264;53;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;29/3/2023;ENCONTRADO;30/3/2023
GUAYAS;-1,8516293;-79,9770255;23;HOMBRE;FALLECIDO;ASESINATO;20/2/2023;FALLECIDO;27/2/2023
GUAYAS;-2,2129883;-79,9231227;10;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/3/2023;ENCONTRADO;2/4/2023
TUNGURAHUA;-1,23909891;-78,61928933;34;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/4/2023;ENCONTRADO;25/4/2023
PICHINCHA;-0,2107252;-78,4410895;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/4/2023;ENCONTRADO;24/4/2023
COTOPAXI;-0,9311295;-78,6189703;10;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/3/2023;ENCONTRADO;29/3/2023
GUAYAS;-2,1222554;-79,9679769;50;HOMBRE;SIN_DATO;SIN_DATO;18/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,3373906;-79,39189595;19;MUJER;SIN_DATO;SIN_DATO;19/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1396238;-79,590798;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;21/4/2023;ENCONTRADO;25/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2521882;-79,1879383;25;MUJER;SIN_DATO;SIN_DATO;15/3/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,2521882;-79,1879383;6;MUJER;SIN_DATO;SIN_DATO;15/3/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,69785317;-78,62730594;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/3/2023;ENCONTRADO;30/3/2023
CHIMBORAZO;-1,64208773;-78,69237594;3;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;21/1/2023;ENCONTRADO;29/3/2023
PICHINCHA;0,0425351;-78,1458804;45;HOMBRE;FALLECIDO;HOMICIDIO;28/3/2023;FALLECIDO;2/4/2023
GUAYAS;-2,26122007;-79,88883086;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/3/2023;ENCONTRADO;29/3/2023
MANABI;-0,098771;-80,152748;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/3/2023;ENCONTRADO;22/3/2023
PICHINCHA;-0,17099074;-78,49034731;38;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/3/2023;ENCONTRADO;4/3/2023
PICHINCHA;-0,3069491;-78,5018999;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/2/2023;ENCONTRADO;9/3/2023
EL ORO;-3,24933295;-79,9392565;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/3/2023;ENCONTRADO;13/3/2023
MANABI;-0,6047266;-80,402048;8;HOMBRE;SIN_DATO;SIN_DATO;22/4/2023;DESAPARECIDO;SIN_DATO
TUNGURAHUA;-1,3132773;-78,5067446;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/4/2023;ENCONTRADO;19/4/2023
MANABI;-0,26899239;-79,46642876;48;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/4/2023;ENCONTRADO;26/4/2023
EL ORO;-3,25556915;-79,98360736;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/3/2023;ENCONTRADO;29/3/2023
GUAYAS;-2,1284813;-79,9986401;21;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/2/2023;ENCONTRADO;27/2/2023
PASTAZA;-1,92584589;-77,8053921;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/1/2023;ENCONTRADO;14/3/2023
EL ORO;-3,26742897;-79,99703137;14;MUJER;SIN_DATO;SIN_DATO;21/4/2023;DESAPARECIDO;SIN_DATO
AZUAY;-2,86413218;-79,0574678;46;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/3/2023;ENCONTRADO;16/3/2023
GUAYAS;-2,1222554;-79,9679769;23;HOMBRE;FALLECIDO;NO DETERMINADA;29/3/2023;FALLECIDO;20/4/2023
TUNGURAHUA;-1,2369227;-78,686673;28;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/4/2023;ENCONTRADO;20/4/2023
PICHINCHA;-0,2797814;-78,554352;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/3/2023;ENCONTRADO;24/3/2023
PICHINCHA;-0,23113036;-78,5222348;36;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/3/2023;ENCONTRADO;25/4/2023
PICHINCHA;-0,2962342;-78,5644222;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;2/3/2023;ENCONTRADO;9/3/2023
MORONA SANTIAGO;-2,340197;-77,45932;14;HOMBRE;SIN_DATO;SIN_DATO;18/3/2023;DESAPARECIDO;SIN_DATO
TUNGURAHUA;-1,23921354;-78,61925217;14;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;29/3/2023;ENCONTRADO;31/3/2023
PICHINCHA;-0,18092209;-78,51661786;56;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/4/2023;ENCONTRADO;25/4/2023
EL ORO;-3,55634614;-80,06566915;2;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;12/4/2023;ENCONTRADO;24/4/2023
GUAYAS;-2,251822;-79,9255665;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/4/2023;ENCONTRADO;7/5/2023
PICHINCHA;-0,2188216;-78,5135489;41;HOMBRE;FISCALÍA;FISCALÍA;27/1/2023;ENCONTRADO;13/3/2023
NAPO;-1,00461016;-77,81359787;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/3/2023;ENCONTRADO;17/4/2023
GUAYAS;-2,0965853;-79,9727674;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/3/2023;ENCONTRADO;16/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,23092158;-79,17664892;28;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;18/4/2023;ENCONTRADO;8/5/2023
PICHINCHA;-0,09230991;-78,44762583;17;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;8/3/2023;ENCONTRADO;11/3/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2538414;-79,1763307;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/4/2023;ENCONTRADO;25/4/2023
EL ORO;-3,2510949;-79,9548255;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/4/2023;ENCONTRADO;25/4/2023
GUAYAS;-2,10281532;-79,92702454;26;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/3/2023;ENCONTRADO;29/4/2023
NAPO;-1,03245041;-77,66832951;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/3/2023;ENCONTRADO;1/4/2023
GUAYAS;-2,11884714;-79,57878337;55;HOMBRE;SIN_DATO;SIN_DATO;25/1/2023;DESAPARECIDO;SIN_DATO
MANABI;0,080418;-80,04964;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/4/2023;ENCONTRADO;26/4/2023
PICHINCHA;-0,21878246;-78,50227895;11;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;30/3/2023;ENCONTRADO;30/3/2023
CHIMBORAZO;-2,0202543;-78,973717;50;HOMBRE;SIN_DATO;SIN_DATO;16/2/2023;DESAPARECIDO;SIN_DATO
CAÑAR;-2,73703459;-78,81363278;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/3/2023;ENCONTRADO;29/3/2023
PICHINCHA;-0,24264742;-78,52543272;23;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;16/4/2023;ENCONTRADO;21/4/2023
PICHINCHA;-0,2377854;-78,5399365;10;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/3/2023;ENCONTRADO;30/3/2023
MANABI;0,080418;-80,04964;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/4/2023;ENCONTRADO;26/4/2023
PICHINCHA;-0,2397963;-78,5087038;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;8/3/2023;ENCONTRADO;28/3/2023
MANABI;-0,6047266;-80,402048;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/4/2023;ENCONTRADO;26/4/2023
PICHINCHA;-0,33932016;-78,56231952;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/2/2023;ENCONTRADO;30/3/2023
PICHINCHA;-0,20914747;-78,49866629;20;MUJER;SIN_DATO;SIN_DATO;14/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,24321457;-78,5157439;14;HOMBRE;PROBLEMAS SOCIALES;PANDILLAS;10/2/2023;ENCONTRADO;7/3/2023
GUAYAS;-2,1100989;-79,9907739;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/1/2023;ENCONTRADO;22/4/2023
PICHINCHA;-0,0697341;-78,4595644;26;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/3/2023;ENCONTRADO;1/4/2023
PASTAZA;-1,5364335;-78,0460787;10;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/3/2023;ENCONTRADO;15/3/2023
TUNGURAHUA;-1,3128375;-78,5064473;16;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;24/4/2023;ENCONTRADO;26/4/2023
GUAYAS;-1,04981289;-79,60858594;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/3/2023;ENCONTRADO;13/4/2023
PICHINCHA;-0,26913315;-78,53997231;21;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/3/2023;ENCONTRADO;30/3/2023
ESMERALDAS;0,87509527;-79,6491063;47;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/3/2023;ENCONTRADO;5/4/2023
GUAYAS;-2,11104886;-79,95804118;25;MUJER;PROBLEMAS SOCIALES;DROGADICCION;31/1/2023;ENCONTRADO;16/4/2023
ESMERALDAS;0,96325573;-79,64016097;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/3/2023;ENCONTRADO;9/3/2023
LOS RIOS;-1,01779762;-79,47139351;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/2/2023;ENCONTRADO;17/2/2023
PICHINCHA;-0,2504373;-78,5199399;77;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;30/3/2023;ENCONTRADO;4/4/2023
ESMERALDAS;0,93285082;-79,6665341;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/3/2023;ENCONTRADO;5/4/2023
CHIMBORAZO;-1,67564376;-78,64805688;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/2/2023;ENCONTRADO;26/2/2023
PASTAZA;-1,91541919;-77,7993459;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/2/2023;ENCONTRADO;27/2/2023
GUAYAS;-2,07262147;-79,93567707;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/2/2023;ENCONTRADO;28/2/2023
PICHINCHA;-0,1481553;-78,4908886;66;HOMBRE;FISCALÍA;FISCALÍA;25/2/2023;ENCONTRADO;28/2/2023
PICHINCHA;-0,2399768;-78,4886861;10;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/2/2023;ENCONTRADO;27/2/2023
GUAYAS;-2,1130847;-79,9094751;23;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/2/2023;ENCONTRADO;28/2/2023
MORONA SANTIAGO;-1,945862;-77,9895675;3;HOMBRE;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;23/1/2023;ENCONTRADO;28/2/2023
GUAYAS;-2,10281532;-79,92702454;25;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/3/2023;ENCONTRADO;29/4/2023
PICHINCHA;-0,2582261;-78,5260302;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/3/2023;ENCONTRADO;14/3/2023
MANABI;-0,96653645;-80,68855047;22;HOMBRE;SIN_DATO;SIN_DATO;18/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,24411;-78,5163894;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/3/2023;ENCONTRADO;29/3/2023
PICHINCHA;-0,1717213;-78,4766176;50;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;25/4/2023;ENCONTRADO;2/5/2023
GUAYAS;-2,15481607;-79,91863566;50;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/3/2023;ENCONTRADO;15/3/2023
PASTAZA;-2,16224318;-76,7270185;9;HOMBRE;PERDIDO;NINOS NINAS PERDIDOS;13/2/2023;ENCONTRADO;26/2/2023
GUAYAS;-2,25160351;-79,88443757;13;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;8/3/2023;ENCONTRADO;10/3/2023
PICHINCHA;-0,09826226;-78,42674624;8;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/3/2023;ENCONTRADO;3/4/2023
CHIMBORAZO;-1,6293524;-78,721748;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/4/2023;ENCONTRADO;26/4/2023
PICHINCHA;-0,13313735;-78,44161302;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/4/2023;ENCONTRADO;23/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2127289;-79,1369546;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/4/2023;ENCONTRADO;30/4/2023
LOS RIOS;-0,95443284;-79,35298103;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/3/2023;ENCONTRADO;31/3/2023
EL ORO;-3,4462152;-79,9614998;24;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/3/2023;ENCONTRADO;31/3/2023
PICHINCHA;-0,12332922;-78,46557856;34;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/2/2023;ENCONTRADO;25/4/2023
ESMERALDAS;0,8680071;-79,8464804;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/4/2023;ENCONTRADO;24/4/2023
LOS RIOS;-1,15709068;-79,51835632;24;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/3/2023;ENCONTRADO;31/3/2023
PICHINCHA;-0,2133756;-78,504847;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/4/2023;ENCONTRADO;22/4/2023
CHIMBORAZO;-2,1952886;-78,8454602;15;MUJER;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,67127975;-79,46349321;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/3/2023;ENCONTRADO;31/3/2023
GUAYAS;-2,31592617;-79,30214882;18;MUJER;SIN_DATO;SIN_DATO;22/4/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,68004513;-78,65125179;30;MUJER;PROBLEMAS SOCIALES;MIGRACION;24/1/2023;ENCONTRADO;15/3/2023
PICHINCHA;-0,1806532;-78,4678382;21;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/4/2023;ENCONTRADO;10/5/2023
COTOPAXI;-0,94932981;-78,54598045;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/3/2023;ENCONTRADO;31/3/2023
CAÑAR;-2,73624995;-78,81497607;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/3/2023;ENCONTRADO;28/3/2023
GUAYAS;-2,20839588;-79,92463523;37;HOMBRE;EXTRAVIADA;DETENIDO;22/2/2023;ENCONTRADO;28/2/2023
PICHINCHA;-0,210691;-78,3955986;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/2/2023;ENCONTRADO;24/2/2023
